source,translation,target,legal_entity,BLEU,METEOR,COMET,term
"If by reason of imports or exports the Community market in one or more of the products referred to in Article 1 experiences or is threatened with serious disturbances which may endanger the objectives set out in Article 39 of the Treaty, appropriate measures may be applied in trade with third countries until such disturbance or threat of disturbance has ceased.","Wird der Markt in der Gemeinschaft für eines oder mehrere der in Artikel 1 genannten Erzeugnisse auf Grund von Einfuhren oder Ausfuhren ernstlichen Störungen ausgesetzt oder von ernstlichen Störungen bedroht, die die Ziele des Artikels 39 des Vertrages gefährden können, so können im Handel mit dritten Ländern geeignete Maßnahmen angewandt werden, bis die tatsächliche oder die drohende Störung behoben ist.","Wird der Markt in der Gemeinschaft für eines oder mehrere der in Artikel 1 genannten Erzeugnisse auf Grund von Einfuhren oder Ausfuhren ernstlichen Störungen ausgesetzt oder von ernstlichen Störungen bedroht, die die Ziele des Artikels 39 des Vertrages gefährden können, so können im Handel mit dritten Ländern geeignete Maßnahmen angewandt werden, bis die tatsächliche oder die drohende Störung behoben ist.","article, treaty, set",1.0000000000000004,0.9999980926513672,0.926565408706665,international trade
"At the end of 20X5, the production process is recognised as an intangible asset at a cost of 100 (expenditure incurred since the date when the recognition criteria were met, that is, 1 December 20X5).","Ende 20X5 wird der Produktionsprozess als immaterieller Vermögenswert mit Herstellungskosten in Höhe von 100 angesetzt (Ausgaben, die seit dem Zeitpunkt der Erfüllung der Ansatzkriterien, dem 1. Dezember 20X5, angefallen sind).","Ende 20X5 wird der Produktionsprozess als immaterieller Vermögenswert mit Herstellungskosten in Höhe von 100 angesetzt (Ausgaben, die seit dem Zeitpunkt der Erfuellung der Ansatzkriterien, dem 1. Dezember 20X5, angefallen sind).","process, asset",0.9278982724420876,0.9728895562228896,0.8821036219596863,process
"As a check on the efficiency of the process, the chemical oxygen demand (COD) or the dissolved organic carbon (DOC) of the glass fibre filtered effluent accumulated in vessel F and of the filtered synthetic sewage in vessel A is measured at least twice per week.",Zur Überwachung der Effizienz des Prozesses wird mindestens zweimal wöchentlich der chemische Sauerstoffbedarf (CSB) oder der gelöste organische Kohlenstoff (DOC) des glasfasergefilterten Abwassers im Sammelgefäß F und des gefilterten synthetischen Abwassers im Vorratsgefäß A gemessen.,Zur Überwachung des einwandfreien Betriebs der Messanordnung wird mindestens zweimal wöchentlich der chemische Sauerstoffbedarf (CSB) oder der gelöste organische Kohlenstoff (DOC) des glasfasergefilterten Abwassers im Sammelgefäß F und des gefilterten synthetischen Abwassers im Vorratsgefäß A gemessen.,"process, efficiency, check, demand",0.8527244284888021,0.9285535289775075,0.8849799036979675,process
A chain of command shall be established guaranteeing a rapid and effective decision-making process for dealing with foot-and-mouth disease epizootics.,"Es wird eine Weisungskette eingerichtet, die gewährleistet, dass die Beschlussfassung im Seuchenfall zügig und effizient verläuft.","Es wird eine Weisungskette eingerichtet, die gewährleistet, dass die Beschlussfassung im Seuchenfall zügig und effizient verläuft.","process, decision",1.0000000000000004,0.9999271030762502,0.9528021216392517,process
DECLARATION OF CONFORMITY BASED ON QUALITY ASSURANCE OF THE PRODUCTION PROCESS,KONFORMITÄTSERKLÄRUNG AUF DER GRUNDLAGE DER QUALITÄTSSICHERUNG FÜR DEN PRODUKTIONSPROZESS,KONFORMITÄTSERKLÄRUNG AUF DER GRUNDLAGE DER QUALITÄTSSICHERUNG FÜR DIE PRODUKTION,"process, declaration",0.7259795291154773,0.7766439909297052,0.8541006445884705,process
Capitalisation of borrowing costs is also not suspended when a temporary delay is a necessary part of the process of getting an asset ready for its intended use or sale.,"Die Aktivierung von Fremdkapitalkosten wird ferner nicht ausgesetzt, wenn eine vorübergehende Verzögerung notwendiger Prozessbestandteil ist, um den Vermögenswert für seinen beabsichtigten Gebrauch oder Verkauf herzurichten.","Die Aktivierung von Fremdkapitalkosten wird ferner nicht ausgesetzt, wenn eine vorübergehende Verzögerung notwendiger Prozessbestandteil ist, um den Vermögenswert für seinen beabsichtigten Gebrauch oder Verkauf herzurichten.","process, use, asset, sale, costs",1.0000000000000004,0.9999772230320699,0.9310833215713501,process
Commission Regulation (EC) No 2132/2003 of 4 December 2003 amending Regulation (EC) No 2799/1999 laying down detailed rules for applying Regulation (EC) No 1255/1999 as regards the grant of aid for skimmed milk and skimmed-milk powder intended for animal feed and the sale of such skimmed-milk powder,Verordnung (EG) Nr. 2132/2003 der Kommission vom 4. Dezember 2003 zur Änderung der Verordnung (EG) Nr. 2799/1999 mit Durchführungsvorschriften zur Verordnung (EG) Nr. 1255/1999 des Rates hinsichtlich der Gewährung einer Beihilfe für Magermilch und Magermilchpulver für Futterzwecke und des Verkaufs dieses Magermilchpulvers.,Verordnung (EG) Nr. 2132/2003 der Kommission vom 4. Dezember 2003 zur Änderung der Verordnung (EG) Nr. 2799/1999 mit Durchführungsvorschriften zur Verordnung (EG) Nr. 1255/1999 des Rates hinsichtlich der Gewährung einer Beihilfe für Magermilch und Magermilchpulver für Futterzwecke und des Verkaufs dieses Magermilchpulvers,"regulation, grant, sale, rules, commission",0.9826020581357531,0.9954932764710559,0.9266998767852783,regulation
"supply immediately any information which would facilitate compliance with this Regulation, such as accounts and amounts frozen in accordance with Article 2, to the competent authorities of the Member States listed in Annex II where they are resident or located, and shall transmit such information, directly or through these competent authorities, to the Commission;","den in Anhang II aufgeführten zuständigen Behörden der Mitgliedstaaten, in denen sie ihren Sitz oder eine Niederlassung haben, sowie der Kommission - direkt oder über diese zuständigen Behörden - unverzüglich alle Informationen zu übermitteln, die die Einhaltung dieser Verordnung erleichtern würden, z. B. Informationen über gemäß Artikel 2 eingefrorene Konten und Guthaben;","den in Anhang II aufgeführten zuständigen Behörden der Mitgliedstaaten, in denen sie ihren Sitz oder eine Niederlassung haben, sowie der Kommission - direkt oder über diese zuständigen Behörden - unverzüglich alle Informationen zu übermitteln, die die Einhaltung dieser Verordnung erleichtern würden, z. B. Informationen über gemäß Artikel 2 eingefrorene Konten und Guthaben;","regulation, listed, member, article, resident, commission, competent, information",1.0000000000000004,0.9999974373693058,0.9274613857269287,regulation
"The Agency may cooperate with the aeronautical authorities of third countries and the international organisations competent in matters covered by this Regulation in the framework of working arrangements concluded with those bodies, in accordance with the relevant provisions of the Treaty.","Die Agentur kann mit den Luftfahrtbehörden von Drittländern und den internationalen Organisationen, die für von dieser Verordnung erfasste Bereiche zuständig sind, im Rahmen von Arbeitsvereinbarungen mit diesen Stellen im Einklang mit den einschlägigen Bestimmungen des Vertrags zusammenarbeiten.","Die Agentur kann mit den Luftfahrtbehörden von Drittländern und den internationalen Organisationen, die für von dieser Verordnung erfasste Bereiche zuständig sind, im Rahmen von Arbeitsvereinbarungen mit diesen Stellen im Einklang mit den einschlägigen Bestimmungen des Vertrags zusammenarbeiten.","treaty, regulation, agency, competent, relevant",1.0000000000000004,0.9999921875,0.9357160925865173,regulation
"the complete dossier is submitted within the time period specified in Annex V to this Regulation for the product type concerned, together with the summary dossier referred to in Article 11(1)(b) of Directive 98/8/EC and defined in Annex IV to this Regulation.","die vollständigen Unterlagen innerhalb der in Anhang V der vorliegenden Verordnung für die betreffende Produktart gesetzten Frist, einschließlich der in Artikel 11 Absatz 1 Buchstabe b) der Richtlinie 98/8/EG genannten und in Anhang IV der vorliegenden Verordnung definierten Zusammenfassung der Unterlagen, übermittelt werden.","die vollständigen Unterlagen innerhalb der in Anhang V der vorliegenden Verordnung für die betreffende Produktart gesetzten Frist, einschließlich der in Artikel 11 Absatz 1 Buchstabe b) der Richtlinie 98/8/EG genannten und in Anhang IV der vorliegenden Verordnung definierten Zusammenfassung der Unterlagen, übermittelt werden.","article, regulation",1.0000000000000004,0.9999951841114204,0.9291460514068604,regulation
Commission Regulation (EC) No 47/2003 of 10 January 2003 amending Annex I to Council Regulation (EC) No 2200/96,Verordnung (EG) Nr. 47/2003 der Kommission vom 10. Januar 2003 zur Änderung von Anhang I der Verordnung (EG) Nr. 2200/96 des Rates,Verordnung (EG) Nr. 47/2003 der Kommission vom 10. Januar 2003 zur Änderung von Anhang I der Verordnung (EG) Nr. 2200/96 des Rates,"commission, regulation",1.0000000000000004,0.9999794989544467,0.9674302935600281,regulation
Measures decided on by the Commission may be referred to the Council by any Member State within a week from the date on which they were notified.,"Die von der Kommission beschlossenen Maßnahmen können von jedem Mitgliedstaat innerhalb einer Woche ab dem Datum, an dem sie ihm mitgeteilt wurden, an den Rat verwiesen werden.","Jeder Mitgliedstaat kann den Rat innerhalb einer Woche ab dem Zeitpunkt, zu dem ihm der Beschluss der Kommission mitgeteilt worden ist, mit diesem Beschluss befassen.","member, commission, state",0.17202650214787163,0.49811613475177297,0.8595609068870544,commission
New Zealand has sent the Commission information relating to the new issuing body.,Neuseeland hat der Kommission Informationen über die neue lizenzerteilende Stelle übermittelt.,Neuseeland hat der Kommission die Angaben über die neue lizenzerteilende Stelle übermittelt.,"commission, information",0.6761304462994481,0.8501505541674674,0.949050784111023,commission
"After consulting the Commission,",nach Anhörung der Kommission,nach Anhörung der Kommission -,commission,0.7788007830714052,0.8099489795918368,0.9228280186653137,commission
"France and each of the other Member States or the competent authorities of France and each of the other Member States may, having received the Opinion of the Administrative Commission, agree to introduce other methods of determining the lump-sum.",FRANKREICH UND JEDER DER ANDEREN MITGLIEDSTAATEN ODER DIE ZUSTÄNDIGEN BEHÖRDEN FRANKREICHS UND JEDER DER ANDEREN MITGLIEDSTAATEN KÖNNEN NACH STELLUNGNAHME DER VERWALTUNGSKOMMISSION ANDERE VERFAHREN FÜR DIE FESTSETZUNG DIESES PAUSCHBETRAGS VEREINBAREN.,FRANKREICH UND JEDER DER ANDEREN MITGLIEDSTAATEN ODER DIE ZUSTÄNDIGEN BEHÖRDEN FRANKREICHS UND JEDER DER ANDEREN MITGLIEDSTAATEN KÖNNEN NACH STELLUNGNAHME DER VERWALTUNGSKOMMISSION ANDERE VERFAHREN FÜR DIE FESTSETZUNG DIESES PAUSCHBETRAGS VEREINBAREN.,"member, commission, opinion, competent",1.0000000000000004,0.9999814814814815,0.8889893293380737,commission
"On application by a Member State, by the Commission or by an organisation set up at Community level and registered by the Commission, a compulsory licence may be granted, either to a category of persons satisfying specific requirements, or to anyone in one or more Member States or throughout the Community.","Auf Antrag eines Mitgliedstaats, der Kommission oder einer auf Gemeinschaftsebene arbeitenden Organisation, die von der Kommission registriert ist, kann eine Zwangslizenz entweder einer Gruppe von Personen, die bestimmte Voraussetzungen erfüllen, oder einem Einzelnen innerhalb eines oder mehrerer Mitgliedstaaten oder gemeinschaftsweit gewährt werden.","Auf Antrag eines Mitgliedstaats, der Kommission oder einer auf Gemeinschaftsebene arbeitenden Organisation, die von der Kommission registriert ist, kann eine Zwangslizenz entweder einer Gruppe von Personen, die bestimmte Voraussetzungen erfuellen, oder einem Einzelnen innerhalb eines oder mehrerer Mitgliedstaaten oder gemeinschaftsweit gewährt werden.","member, set, commission, state",0.9452861848260069,0.9791289422061265,0.9197881817817688,commission
Commission Regulation (EC) No 2132/2003 of 4 December 2003 amending Regulation (EC) No 2799/1999 laying down detailed rules for applying Regulation (EC) No 1255/1999 as regards the grant of aid for skimmed milk and skimmed-milk powder intended for animal feed and the sale of such skimmed-milk powder,Verordnung (EG) Nr. 2132/2003 der Kommission vom 4. Dezember 2003 zur Änderung der Verordnung (EG) Nr. 2799/1999 mit Durchführungsvorschriften zur Verordnung (EG) Nr. 1255/1999 des Rates hinsichtlich der Gewährung einer Beihilfe für Magermilch und Magermilchpulver für Futterzwecke und des Verkaufs dieses Magermilchpulvers.,Verordnung (EG) Nr. 2132/2003 der Kommission vom 4. Dezember 2003 zur Änderung der Verordnung (EG) Nr. 2799/1999 mit Durchführungsvorschriften zur Verordnung (EG) Nr. 1255/1999 des Rates hinsichtlich der Gewährung einer Beihilfe für Magermilch und Magermilchpulver für Futterzwecke und des Verkaufs dieses Magermilchpulvers,"regulation, grant, sale, rules, commission",0.9826020581357531,0.9954932764710559,0.9266998767852783,regulation
"supply immediately any information which would facilitate compliance with this Regulation, such as accounts and amounts frozen in accordance with Article 2, to the competent authorities of the Member States listed in Annex II where they are resident or located, and shall transmit such information, directly or through these competent authorities, to the Commission;","den in Anhang II aufgeführten zuständigen Behörden der Mitgliedstaaten, in denen sie ihren Sitz oder eine Niederlassung haben, sowie der Kommission - direkt oder über diese zuständigen Behörden - unverzüglich alle Informationen zu übermitteln, die die Einhaltung dieser Verordnung erleichtern würden, z. B. Informationen über gemäß Artikel 2 eingefrorene Konten und Guthaben;","den in Anhang II aufgeführten zuständigen Behörden der Mitgliedstaaten, in denen sie ihren Sitz oder eine Niederlassung haben, sowie der Kommission - direkt oder über diese zuständigen Behörden - unverzüglich alle Informationen zu übermitteln, die die Einhaltung dieser Verordnung erleichtern würden, z. B. Informationen über gemäß Artikel 2 eingefrorene Konten und Guthaben;","regulation, listed, member, article, resident, commission, competent, information",1.0000000000000004,0.9999974373693058,0.9274613857269287,regulation
"The Agency may cooperate with the aeronautical authorities of third countries and the international organisations competent in matters covered by this Regulation in the framework of working arrangements concluded with those bodies, in accordance with the relevant provisions of the Treaty.","Die Agentur kann mit den Luftfahrtbehörden von Drittländern und den internationalen Organisationen, die für von dieser Verordnung erfasste Bereiche zuständig sind, im Rahmen von Arbeitsvereinbarungen mit diesen Stellen im Einklang mit den einschlägigen Bestimmungen des Vertrags zusammenarbeiten.","Die Agentur kann mit den Luftfahrtbehörden von Drittländern und den internationalen Organisationen, die für von dieser Verordnung erfasste Bereiche zuständig sind, im Rahmen von Arbeitsvereinbarungen mit diesen Stellen im Einklang mit den einschlägigen Bestimmungen des Vertrags zusammenarbeiten.","treaty, regulation, agency, competent, relevant",1.0000000000000004,0.9999921875,0.9357160925865173,regulation
"the complete dossier is submitted within the time period specified in Annex V to this Regulation for the product type concerned, together with the summary dossier referred to in Article 11(1)(b) of Directive 98/8/EC and defined in Annex IV to this Regulation.","die vollständigen Unterlagen innerhalb der in Anhang V der vorliegenden Verordnung für die betreffende Produktart gesetzten Frist, einschließlich der in Artikel 11 Absatz 1 Buchstabe b) der Richtlinie 98/8/EG genannten und in Anhang IV der vorliegenden Verordnung definierten Zusammenfassung der Unterlagen, übermittelt werden.","die vollständigen Unterlagen innerhalb der in Anhang V der vorliegenden Verordnung für die betreffende Produktart gesetzten Frist, einschließlich der in Artikel 11 Absatz 1 Buchstabe b) der Richtlinie 98/8/EG genannten und in Anhang IV der vorliegenden Verordnung definierten Zusammenfassung der Unterlagen, übermittelt werden.","article, regulation",1.0000000000000004,0.9999951841114204,0.9291460514068604,regulation
Commission Regulation (EC) No 47/2003 of 10 January 2003 amending Annex I to Council Regulation (EC) No 2200/96,Verordnung (EG) Nr. 47/2003 der Kommission vom 10. Januar 2003 zur Änderung von Anhang I der Verordnung (EG) Nr. 2200/96 des Rates,Verordnung (EG) Nr. 47/2003 der Kommission vom 10. Januar 2003 zur Änderung von Anhang I der Verordnung (EG) Nr. 2200/96 des Rates,"commission, regulation",1.0000000000000004,0.9999794989544467,0.9674302935600281,regulation
"The coordinator shall set up a pool, which shall contain all the slots not allocated on the basis of Article 8(2) and 8(4).","Der Koordinator richtet einen Pool ein, der alle nicht nach Artikel 8 Absätze 2 und 4 zugewiesenen Zeitnischen umfasst.","Der Koordinator richtet einen Pool ein, der alle nicht nach Artikel 8 Absätze 2 und 4 zugewiesenen Zeitnischen umfasst.","article, set",1.0000000000000004,0.9999460101500918,0.938571035861969,set
This set always includes the activityChangeInfo coding the driver status at 00.00.,Dieser Datensatz enthält stets auch den ActivityChangeInfo-Wert für den Fahrerstatus um 0.00 Uhr.,Dieser Datensatz enthält stets auch den ActivityChangeInfo-Wert für den Fahrerstatus um 0.00 Uhr.,"status, set",1.0000000000000004,0.9998177842565598,0.9538083672523499,set
That amount shall be off-set against aid payments under the bovine aid schemes to which the farmer is entitled in the context of applications he lodges in the course of the three calendar years following the calendar year of the finding.,"Dieser Betrag wird mit den Beihilfezahlungen im Rahmen der Beihilferegelungen für Rinder verrechnet, auf die der Betriebsinhaber während der auf das Kalenderjahr der Feststellung folgenden drei Kalenderjahre Anspruch hat.","Dieser Betrag wird mit den Beihilfezahlungen im Rahmen der Beihilferegelungen für Rinder verrechnet, auf die der Betriebsinhaber während der auf das Kalenderjahr der Feststellung folgenden drei Kalenderjahre Anspruch hat.","calendar, finding, set",1.0000000000000004,0.9999832164076399,0.9423606991767883,set
"it is also necessary to set out the rules and procedures to be followed during the investigation, in particular the rules whereby interested parties are to make themselves known, present their views and submit information within specified time limits, if such views and information are to be taken into account;","Es ist ebenfalls angezeigt, die Regeln und Verfahren festzulegen, die bei einer Untersuchung zu befolgen sind, insbesondere die Regeln, nach denen sich Betroffene innerhalb bestimmter Fristen melden, ihre Auffassungen darlegen und Informationen vorlegen sollen, damit diese Auffassungen und Informationen berücksichtigt werden können.","Es ist ebenfalls angezeigt, die Regeln und Verfahren festzulegen, die bei einer Untersuchung zu befolgen sind, insbesondere die Regeln, nach denen sich Betroffene innerhalb bestimmter Fristen melden, ihre Auffassungen darlegen und Informationen vorlegen sollen, damit diese Auffassungen und Informationen berücksichtigt werden können.","make, submit, investigation, rules, set, information, account",1.0000000000000004,0.9999957500701239,0.9284231066703796,set
"For bluefin tuna this tolerance limit is set at 10 % of the number of fish per landing of the total bluefin tuna catches or their equivalent in percentage in weight.""",Im Fall von Rotem Thun wird diese Obergrenze auf einen zahlenmäßigen Anteil von 10 % der angelandeten Gesamtmengen an Rotem Thun oder einen äquivalenten Anteil in Gewicht festgesetzt.,"Im Fall von Rotem Thun wird diese Obergrenze auf einen zahlenmäßigen Anteil von 10 % der angelandeten Gesamtmengen an Rotem Thun oder einen äquivalenten Anteil in Gewicht festgesetzt.""","equivalent, set",0.9661049965255968,0.9698797815946139,0.908252477645874,set
"In accordance with Article 12.1 and Article 14.3 of the Statute, ECB guidelines form an integral part of Community law,",Gemäß Artikel 12.1 und Artikel 14.3 der Satzung sind die Leitlinien der EZB integraler Bestandteil des Gemeinschaftsrechts.,Gemäß Artikel 12.1 und 14.3 der Satzung sind die Leitlinien der EZB integraler Bestandteil des Gemeinschaftsrechts -,"law, article, statute",0.777811122305422,0.9283625730994152,0.9446728229522705,statute
"Having regard to the Statute of the European System of Central Banks and of the European Central Bank, and in particular to Articles 5(1) and 5(2), Article 12(1) and Article 14(3) thereof,","gestützt auf die Satzung des Europäischen Systems der Zentralbanken und der Europäischen Zentralbank, insbesondere auf die Artikel 5.1, 5.2, 12.1 und 14.3,","gestützt auf die Satzung des Europäischen Systems der Zentralbanken und der Europäischen Zentralbank, insbesondere auf die Artikel 5.1, 5.2, 12.1 und 14.3,","article, bank, statute",1.0000000000000004,0.9999715521165226,0.9561733603477478,statute
"Having regard to Article 12.1 and Article 14.3 of the Statute of the European System of Central Banks and of the European Central Bank, in conjunction with the first, second and third indents of Article 3.1, Article 18.2 and Article 30.6,","gestützt auf die Artikel 12.1 und 14.3 der Satzung des Europäischen Systems der Zentralbanken und der Europäischen Zentralbank, in Verbindung mit dem ersten, zweiten und dritten Gedankenstrich des Artikels 3.1, Artikel 18.2 und Artikel 30.6,","gestützt auf die Artikel 12.1 und 14.3 in Verbindung mit Artikel 3.1 erster, zweiter und dritter Gedankenstrich und Artikel 18.2 und 30.6 der Satzung des Europäischen Systems der Zentralbanken und der Europäischen Zentralbank,","article, bank, statute",0.5256613607657243,0.7748960887023286,0.8730575442314148,statute
"A decision taken by an institution of a Member State concerning the degree of invalidity of a claimant shall be binding on the institution of any other Member State concerned, provided that that concordance between the legislations of these States on conditions relating to the degree of invalidity is acknowledged in Annex IV.","Eine vom Träger eines Mitgliedstaats getroffene Entscheidung über die Invalidität eines Antragstellers ist auch für die Träger jedes anderen in Betracht kommenden Mitgliedstaats verbindlich, sofern die in den Rechtsvorschriften dieser Staaten festgelegten Tatbestandsmerkmale der Invalidität in Anhang IV als übereinstimmend anerkannt sind.","Eine vom Träger eines Mitgliedstaats getroffene Entscheidung über die Invalidität eines Antragstellers ist auch für die Träger jedes anderen in Betracht kommenden Mitgliedstaats verbindlich, sofern die in den Rechtsvorschriften dieser Staaten festgelegten Tatbestandsmerkmale der Invalidität in Anhang IV als übereinstimmend anerkannt sind.","member, decision, state",1.0000000000000004,0.9999941303531179,0.9309252500534058,statute
TRANSITIONAL CLAUSE,ÜBERGANGSKLAUSEL,ÜBERGANGSKLAUSEL,,0.0,0.5,0.9917760491371155,statute
Measures decided on by the Commission may be referred to the Council by any Member State within a week from the date on which they were notified.,"Die von der Kommission beschlossenen Maßnahmen können von jedem Mitgliedstaat innerhalb einer Woche ab dem Datum, an dem sie ihm mitgeteilt wurden, an den Rat verwiesen werden.","Jeder Mitgliedstaat kann den Rat innerhalb einer Woche ab dem Zeitpunkt, zu dem ihm der Beschluss der Kommission mitgeteilt worden ist, mit diesem Beschluss befassen.","member, commission, state",0.17202650214787163,0.49811613475177297,0.8595609068870544,commission
New Zealand has sent the Commission information relating to the new issuing body.,Neuseeland hat der Kommission Informationen über die neue lizenzerteilende Stelle übermittelt.,Neuseeland hat der Kommission die Angaben über die neue lizenzerteilende Stelle übermittelt.,"commission, information",0.6761304462994481,0.8501505541674674,0.949050784111023,commission
"After consulting the Commission,",nach Anhörung der Kommission,nach Anhörung der Kommission -,commission,0.7788007830714052,0.8099489795918368,0.9228280186653137,commission
"France and each of the other Member States or the competent authorities of France and each of the other Member States may, having received the Opinion of the Administrative Commission, agree to introduce other methods of determining the lump-sum.",FRANKREICH UND JEDER DER ANDEREN MITGLIEDSTAATEN ODER DIE ZUSTÄNDIGEN BEHÖRDEN FRANKREICHS UND JEDER DER ANDEREN MITGLIEDSTAATEN KÖNNEN NACH STELLUNGNAHME DER VERWALTUNGSKOMMISSION ANDERE VERFAHREN FÜR DIE FESTSETZUNG DIESES PAUSCHBETRAGS VEREINBAREN.,FRANKREICH UND JEDER DER ANDEREN MITGLIEDSTAATEN ODER DIE ZUSTÄNDIGEN BEHÖRDEN FRANKREICHS UND JEDER DER ANDEREN MITGLIEDSTAATEN KÖNNEN NACH STELLUNGNAHME DER VERWALTUNGSKOMMISSION ANDERE VERFAHREN FÜR DIE FESTSETZUNG DIESES PAUSCHBETRAGS VEREINBAREN.,"member, commission, opinion, competent",1.0000000000000004,0.9999814814814815,0.8889893293380737,commission
"On application by a Member State, by the Commission or by an organisation set up at Community level and registered by the Commission, a compulsory licence may be granted, either to a category of persons satisfying specific requirements, or to anyone in one or more Member States or throughout the Community.","Auf Antrag eines Mitgliedstaats, der Kommission oder einer auf Gemeinschaftsebene arbeitenden Organisation, die von der Kommission registriert ist, kann eine Zwangslizenz entweder einer Gruppe von Personen, die bestimmte Voraussetzungen erfüllen, oder einem Einzelnen innerhalb eines oder mehrerer Mitgliedstaaten oder gemeinschaftsweit gewährt werden.","Auf Antrag eines Mitgliedstaats, der Kommission oder einer auf Gemeinschaftsebene arbeitenden Organisation, die von der Kommission registriert ist, kann eine Zwangslizenz entweder einer Gruppe von Personen, die bestimmte Voraussetzungen erfuellen, oder einem Einzelnen innerhalb eines oder mehrerer Mitgliedstaaten oder gemeinschaftsweit gewährt werden.","member, set, commission, state",0.9452861848260069,0.9791289422061265,0.9197881817817688,commission
"exceptional expenditure necessarily incurred by the staff member for the purposes of the mission, either on receipt of special instructions or on account of force majeure and in the interests of the Foundation, and resulting in disbursement out of reasonable proportion to the allowance provided.","außergewöhnliche Auslagen, die der Bedienstete im Rahmen der Mission notwendigerweise verursacht hat, entweder aufgrund besonderer Weisungen oder aufgrund höherer Gewalt und im Interesse der Stiftung, und die zu einer Auszahlung führen, die in einem unangemessenen Verhältnis zu der gewährten Zulage steht.","außergewöhnliche Auslagen, die dem Bediensteten bei Erledigung eines dienstlichen Auftrags entweder auf Grund besonderer Weisungen oder durch höhere Gewalt und im Interesse des Organs entstehen, sofern die gewährten Tagegelder für diese Auslagen offensichtlich nicht ausreichen.","foundation, member, receipt, account, reasonable",0.13445582537786785,0.30177794780927836,0.7796652913093567,member
ICES division/NAFO sub-area and non-member country fishing zone (reference No in log-book : (22)),ICES / NAFO-GEBIET UND DRITTLAND-FISCHEREIZONE (LOGBUCH-BEZUGSNUMMER : (22)),_ ICES / NAFO-GEBIET UND DRITTLAND-FISCHEREIZONE (LOGBUCH-BEZUGSNUMMER : (22)) :,member,0.8464817248906144,0.8627717391304347,0.923003077507019,member
"A staff member who receives instructions which he considers to be irregular or likely to give rise to serious difficulties shall inform his immediate superior thereof, if necessary in writing.","Hält ein Bediensteter eine ihm erteilte Anordnung für fehlerhaft oder ist er der Meinung, dass ihre Ausführung schwerwiegende Nachteile zur Folge haben kann, so hat er seinem Vorgesetzten seine Auffassung, erforderlichenfalls schriftlich, mitzuteilen.","Hält ein Bediensteter eine ihm erteilte Anordnung für fehlerhaft oder ist er der Meinung, daß ihre Ausführung schwerwiegende Nachteile zur Folge haben kann, so hat er seinem Vorgesetzten seine Auffassung, erforderlichenfalls schriftlich, mitzuteilen.",member,0.929923845210929,0.9736073199800084,0.9337299466133118,member
"a loan taken up by a capital company with a member or a member's spouse or child, or a loan taken up with a third party, if it is guaranteed by a member, on condition that such loans have the same function as an increase in the company's capital.","die Darlehensaufnahme durch eine Kapitalgesellschaft bei einem Gesellschafter, beim Ehegatten oder bei einem Kind eines Gesellschafters sowie die Aufnahme von Darlehen bei Dritten, wenn ein Gesellschafter für ein solches Darlehen Sicherheit leistet; Voraussetzung ist, daß diese Darlehen die gleiche Funktion haben wie eine Erhöhung des Kapitals.","die Darlehensaufnahme durch eine Kapitalgesellschaft bei einem Gesellschafter, beim Ehegatten oder bei einem Kind eines Gesellschafters sowie die Aufnahme von Darlehen bei Dritten, wenn ein Gesellschafter für ein solches Darlehen Sicherheit leistet; Voraussetzung ist, daß diese Darlehen die gleiche Funktion haben wie eine Erhöhung des Kapitals.","child, party, member, company, capital, loan, condition",1.0000000000000004,0.9999962307106618,0.9282602071762085,member
A staff member employed in a place where transport is recognized as being particularly difficult and expensive because of the remoteness of housing from the place of work may be paid a transport allowance.,"Einem Bediensteten, an dessen Ort der dienstlichen Verwendung die Beförderungsbedingungen wegen der Entfernung zwischen Wohnung und Arbeitsstätte als besonders schwierig und kostspielig anerkannt worden sind, kann eine Fahrkostenzulage gewährt werden.","Einem Bediensteten, an dessen Ort der dienstlichen Verwendung die Beförderungsbedingungen wegen der Entfernung zwischen Wohnung und Arbeitsstätte als besonders schwierig und kostspielig anerkannt worden sind, kann eine Fahrkostenzulage gewährt werden.",member,1.0000000000000004,0.9999860867629463,0.9474712014198303,member
"In the event of a polygamous marriage, where the sponsor already has a spouse living with him in the territory of a Member State, the Member State concerned shall not authorise the family reunification of a further spouse.","Lebt im Falle einer Mehrehe bereits ein Ehegatte gemeinsam mit dem Zusammenführenden im Hoheitsgebiet eines Mitgliedstaats, so gestattet der betreffende Mitgliedstaat nicht die Familienzusammenführung eines weiteren Ehegatten.","Lebt im Falle einer Mehrehe bereits ein Ehegatte gemeinsam mit dem Zusammenführenden im Hoheitsgebiet eines Mitgliedstaats, so gestattet der betreffende Mitgliedstaat nicht die Familienzusammenführung eines weiteren Ehegatten.","state, member, marriage, sponsor, family",1.0000000000000004,0.9999794989544467,0.9450660347938538,state
The second Member State may require the family members concerned to present with their application for a residence permit:,"Der zweite Mitgliedstaat kann von den betroffenen Familienangehörigen verlangen, ihrem Antrag auf Erteilung eines Aufenthaltstitels Folgendes beizufügen:","Der zweite Mitgliedstaat kann von den Familienangehörigen des langfristig Aufenthaltsberechtigten verlangen, ihrem Antrag auf Erteilung eines Aufenthaltstitels Folgendes beizufügen:","state, member, residence, permit, family",0.7224553130054804,0.8633814102564104,0.9199780821800232,state
