source,translation,target,legal_entity,BLEU,METEOR,COMET,term
ICES division/NAFO sub-area and non-member country fishing zone (reference No in log-book : (22)),ICES / NAFO-GEBIET UND DRITTLAND-FISCHEREIZONE (LOGBUCH-BEZUGSNUMMER : (22)),_ ICES / NAFO-GEBIET UND DRITTLAND-FISCHEREIZONE (LOGBUCH-BEZUGSNUMMER : (22)) :,member,0.8464817248906144,0.8627717391304347,0.923003077507019,member
"A staff member who receives instructions which he considers to be irregular or likely to give rise to serious difficulties shall inform his immediate superior thereof, if necessary in writing.","Hält ein Bediensteter eine ihm erteilte Anordnung für fehlerhaft oder ist er der Meinung, dass ihre Ausführung schwerwiegende Schwierigkeiten nach sich ziehen könnte, so hat er seinen unmittelbaren Vorgesetzten hiervon in Kenntnis zu setzen, erforderlichenfalls schriftlich.","Hält ein Bediensteter eine ihm erteilte Anordnung für fehlerhaft oder ist er der Meinung, daß ihre Ausführung schwerwiegende Nachteile zur Folge haben kann, so hat er seinem Vorgesetzten seine Auffassung, erforderlichenfalls schriftlich, mitzuteilen.",member,0.48889585295040666,0.693717277486911,0.8983141779899597,member
"a loan taken up by a capital company with a member or a member's spouse or child, or a loan taken up with a third party, if it is guaranteed by a member, on condition that such loans have the same function as an increase in the company's capital.","die Darlehensaufnahme durch eine Kapitalgesellschaft bei einem Gesellschafter, beim Ehegatten oder bei einem Kind eines Gesellschafters sowie die Aufnahme von Darlehen bei Dritten, wenn ein Gesellschafter für ein solches Darlehen Sicherheit leistet; Voraussetzung ist, daß diese Darlehen die gleiche Funktion haben wie eine Erhöhung des Kapitals.","die Darlehensaufnahme durch eine Kapitalgesellschaft bei einem Gesellschafter, beim Ehegatten oder bei einem Kind eines Gesellschafters sowie die Aufnahme von Darlehen bei Dritten, wenn ein Gesellschafter für ein solches Darlehen Sicherheit leistet; Voraussetzung ist, daß diese Darlehen die gleiche Funktion haben wie eine Erhöhung des Kapitals.","child, party, member, company, capital, loan, condition",1.0000000000000004,0.9999962307106618,0.9282602071762085,member
A staff member employed in a place where transport is recognized as being particularly difficult and expensive because of the remoteness of housing from the place of work may be paid a transport allowance.,"Einem Bediensteten, an dessen Ort der dienstlichen Verwendung die Beförderungsbedingungen wegen der Entfernung zwischen Wohnung und Arbeitsstätte als besonders schwierig und kostspielig anerkannt worden sind, kann eine Fahrkostenzulage gewährt werden.","Einem Bediensteten, an dessen Ort der dienstlichen Verwendung die Beförderungsbedingungen wegen der Entfernung zwischen Wohnung und Arbeitsstätte als besonders schwierig und kostspielig anerkannt worden sind, kann eine Fahrkostenzulage gewährt werden.",member,1.0000000000000004,0.9999860867629463,0.9474712014198303,member
At the request of the border surveillance authorities the carrier shall be obliged to return the aliens to the third State from which they were transported or to the third State which issued the travel document on which they travelled or to any other third State to which they are certain to be admitted.,"Auf Verlangen der Grenzüberwachungsbehörden hat der Beförderungsunternehmer die Ausländer in den Drittstaat, aus dem sie befördert wurden, in den Drittstaat, der das Reisedokument ausgestellt hat, mit dem sie gereist sind, oder in jeden anderen Drittstaat, in dem ihnen die Einreise mit Sicherheit gewährt wird, zurückzubringen.","Auf Verlangen der Grenzüberwachungsbehörden hat der Beförderungsunternehmer den Drittausländer in den Drittstaat, aus dem er befördert wurde, in den Drittstaat, der das Reisedokument ausgestellt hat, mit dem er gereist ist, oder in jeden anderen Drittstaat, in dem seine Zulassung gewährleistet ist, zu verbringen.","carrier, document, state, surveillance, request",0.571708470528754,0.7552982207429323,0.8217262625694275,alien
(notified under document number C(2004) 390),(Bekannt gegeben unter Aktenzeichen K(2004) 390),(Bekannt gegeben unter Aktenzeichen K(2004) 390),document,1.0000000000000004,0.9996243425995492,0.9844285845756531,alien
"seamen who are of the same nationality and are travelling in a group of between five and fifty individuals may be issued at the border with a group transit visa, which shall be affixed to a separate sheet,","Seeleuten derselben Staatsangehörigkeit, die in einer Gruppe von 5 bis 50 Personen reisen, kann an der Grenze ein Sammelvisum für die Durchreise ausgestellt werden, das auf einem gesonderten Blatt aufgebracht wird.","Seeleuten derselben Staatsangehörigkeit, die in einer Gruppe von 5 bis 50 Personen reisen, kann an der Grenze ein Sammelvisum für die Durchreise ausgestellt werden, das auf einem gesonderten Blatt aufgebracht wird.",visa,1.0000000000000004,0.9999883381924198,0.9333388209342957,alien
A specific device that is part of a self-service arrangement and which allows one of more measuring systems to perform in this self-service arrangement.,"Eine spezielle Komponente, die zu einer Selbstbedienungsanlage gehört und es einer oder mehreren Messanlagen ermöglicht, in dieser Selbstbedienungsanlage ihre Funktion zu erfüllen.","Eine spezielle Komponente, die zu einer Selbstbedienungsanlage gehört und es einer oder mehreren Messanlagen ermöglicht, in dieser Selbstbedienungsanlage ihre Funktion zu erfüllen.","perform, service",1.0000000000000004,0.999968,0.9395611882209778,alien
(notified under document number C(2004) 493),(DE: Bekannt gegeben unter Aktenzeichen K(2004) 493),(Bekannt gegeben unter Aktenzeichen K(2004) 493),document,0.7539221180326287,0.9791912632821724,0.9407733678817749,alien
GOODS LISTED IN ARTICLE 30 WHICH ARE CONTAINED IN A SMALL CONSIGNMENT OF A NON-COMMERCIAL NATURE IN AMOUNTS EXCEEDING THOSE LAID DOWN IN THAT ARTICLE SHALL BE ENTIRELY EXCLUDED FROM DUTY-FREE ADMISSION.,"IN ARTIKEL 30 GENANNTE WAREN, DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND, SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","IN ARTIKEL 30 GENANNTE WAREN , DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND , SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","admission, listed, article, consignment, goods, duty",1.0000000000000004,0.9999832164076399,0.9093700051307678,article
Article 22b,Artikel 22b,Artikel 22b,article,0.0,0.9375,0.991875946521759,article
The provisions governing the financing of the common agricultural policy shall apply to the products mentioned in Article 1.,Die Bestimmungen über die Finanzierung der gemeinsamen Agrarpolitik gelten für die in Artikel 1 genannten Produkte.,Die Bestimmungen über die Finanzierung der gemeinsamen Agrarpolitik gelten auch für die in Artikel 1 genannten Erzeugnisse.,"policy, article",0.7306019860765525,0.8909086941340781,0.9332374334335327,article
Article 116 shall be replaced by the following:,Artikel 116 erhält folgende Fassung:,Artikel 116 erhält folgende Fassung:,article,1.0000000000000004,0.9976851851851852,0.9923231601715088,article
Applicants must certify that they are not in one of the situations listed in Article 93.,"Die Antragsteller müssen bestätigen, dass sie sich nicht in einer der in Artikel 93 genannten Situationen befinden.","Die Antragsteller müssen bestätigen, dass sie sich nicht in einer der in Artikel 93 genannten Situationen befinden.","listed, article",1.0000000000000004,0.9999271030762502,0.9677249193191528,article
RESIDENCE PERMITS AND ALERTS FOR THE PURPOSES OF REFUSING ENTRY,AUFENTHALTSTITEL UND AUSSCHREIBUNG ZUR EINREISEVERWEIGERUNG,AUFENTHALTSTITEL UND AUSSCHREIBUNG ZUR EINREISEVERWEIGERUNG,"residence, entry",1.0000000000000004,0.996,0.94997239112854,entry
"The information in (2) to (6), (8), (10) and (11) of the entry line, to which the concise note refers, must be repeated in the relevant columns of this entry line.","Die Angaben unter (2) bis (6), (8), (10) und (11) der Buchungszeile, auf die sich die kurzgefasste Bemerkung bezieht, sind in den betreffenden Spalten dieser Buchungszeile zu wiederholen.","Die Angaben unter (2) bis (6), (8), (10) und (11) der Buchungszeile, auf die sich die kurzgefasste Bemerkung bezieht, ist in den betreffenden Spalten dieser Buchungszeile zu wiederholen.","note, information, relevant, entry",0.9385522307631307,0.9766914517745082,0.9398537874221802,entry
the entry of items in the inventory in accordance with Article 222.,die Eintragung der Gegenstände im Inventar gemäß Artikel 222.,die Eintragung der betreffenden Gegenstände in die Bestandsverzeichnisse gemäß Artikel 222.,"article, inventory, entry",0.3216094349518414,0.635593220338983,0.8426335453987122,entry
"Importation of goods"" shall mean the entry of goods into the territory of the country as defined in Article 3.","Die Einfuhr von Waren bedeutet das Eintreffen von Waren im Hoheitsgebiet des Landes, wie in Artikel 3 definiert.","Die Einfuhr eines Gegenstands liegt vor, wenn dieser Gegenstand in das Inland im Sinne des Artikels 3 gelangt.","goods, article, entry",0.05577144216540393,0.372,0.8111551403999329,entry
"in the fifth column, the entry relating to India shall be replaced by the following: ""Tata Iron & Steel Company Ltd (A078)","In der fünften Spalte wird der Eintrag zu Indien durch Folgendes ersetzt: ""Tata Iron & Steel Company Ltd (A078)","wird in der fünften Spalte die Eingabe zu Indien durch Folgendes ersetzt: ""Tata Iron & Steel Company Ltd (A078)","company, entry",0.7473575569817634,0.906881593216997,0.9221222996711731,entry
"A sample for testing shall be taken only in cases where the customs office of exit cannot check, visually and using the information on the packaging and in the documentation, whether the goods tally with the accompanying document.","Eine Probe für eine Analyse wird nur genommen, wenn die Ausgangszollstelle anhand der Angaben auf der Verpackung und der Papiere nicht visuell feststellen kann, ob die Ware mit dem Begleitdokument übereinstimmt.","Eine Probe für eine Analyse wird nur genommen, wenn die Ausgangszollstelle anhand der Angaben auf der Verpackung und der Papiere nicht visuell feststellen kann, ob die Ware mit dem Dokument übereinstimmt.","check, information, document, goods",0.9294623095457655,0.970480203100524,0.9244248270988464,document
"at the time when the document instituting the proceedings or an equivalent document is lodged with the court, provided that the applicant has not subsequently failed to take the steps he was required to take to have service effected on the respondent;","zu dem Zeitpunkt, zu dem das verfahrenseinleitende Schriftstück oder ein gleichwertiges Schriftstück bei Gericht eingereicht wurde, vorausgesetzt, dass der Antragsteller es in der Folge nicht versäumt hat, die ihm obliegenden Maßnahmen zu treffen, um die Zustellung des Schriftstücks an den Antragsgegner zu bewirken;","zu dem Zeitpunkt, zu dem das verfahrenseinleitende Schriftstück oder ein gleichwertiges Schriftstück bei Gericht eingereicht wurde, vorausgesetzt, dass der Antragsteller es in der Folge nicht versäumt hat, die ihm obliegenden Maßnahmen zu treffen, um die Zustellung des Schriftstücks an den Antragsgegner zu bewirken,","document, equivalent, court, service, respondent",0.9789355686151717,0.9736970308956916,0.9010171294212341,document
"It will be based on the specifications set out in the ICAO documents on machine-readable visas (document 9303, part 2) or on machine-readable travel documents (cards) (document 9303, part 3).",Er orientiert sich an den Spezifikationen des ICAO-Dokuments über maschinenlesbare Visa (Dokument 9303 Teil 2) oder über maschinenlesbare Reisedokumente (Karten) (Dokument 9303 Teil 3).,Er orientiert sich an den Spezifikationen des ICAO-Dokuments über maschinenlesbare Visa (Dokument 9303 Teil 2) oder über maschinenlesbare Reisedokumente (Karten) (Dokument 9303 Teil 3).,"will, document, set",1.0000000000000004,0.9999832164076399,0.9445587992668152,document
"For the month during which the decision is adopted approving a rural development programming document or a single programming document under Objective 2 in the case of rural development measures financed by the EAGGF Guarantee Section, the paying agencies may enter in the accounts as expenditure an advance not exceeding 12,5 % of the average annual EAGGF contribution provided for in the programming document, covering the expenditure referred to in Article 41(1).","Die Zahlstellen können in der Buchführung als Ausgabe für den Monat, in dem die Entscheidung über die Genehmigung des Programmplanungsdokuments für die Entwicklung des ländlichen Raums oder des einzigen Programmplanungsdokuments für Ziel 2 in Bezug auf Maßnahmen zur Entwicklung des ländlichen Raums, die vom EAGFL, Abteilung Garantie, finanziert werden, angenommen wird, einen Vorschuss in Höhe von bis zu 12,5 % einer durchschnittlichen Jahrestranche der im Programmplanungsdokument vorgesehenen EAGFL-Beteiligung ausweisen, die die Ausgaben im Sinne von Artikel 41 Absatz 1 abdeckt.","Die Zahlstellen können in der Buchführung als Ausgabe für den Monat, in dem die Entscheidung über die Genehmigung des Programmplanungsdokuments für die Entwicklung des ländlichen Raums oder des einzigen Programmplanungsdokuments für Ziel 2 in Bezug auf Maßnahmen zur Entwicklung des ländlichen Raums, die vom EAGFL, Abteilung Garantie, finanziert werden, angenommen wird, einen Vorschuss in Höhe von bis zu 12,5 % einer durchschnittlichen Jahrestranche der im Programmplanungsdokument vorgesehenen EAGFL-Beteiligung ausweisen, die die Ausgaben im Sinne von Artikel 41 Absatz 1 abdeckt.","document, article, advance, guarantee, contribution, decision, case",1.0000000000000004,0.9999992662941397,0.8721746206283569,document
That document shall indicate that the inspector has been designated to carry out inspections in accordance with the CCAMLR observation and inspection system.,"Dieses Dokument ist so auszustellen, dass darin vermerkt ist, dass der Inspektor zur Durchführung von Inspektionen im Einklang mit dem CCAMLR-Beobachtungs- und Inspektionssystem benannt wurde.","Diesem Ausweis ist zu entnehmen, dass der Inspektor befugt ist, im Rahmen der CCAMLR-Kontrollregelung Kontrollen vorzunehmen.",document,0.11002068284361834,0.29344252124821646,0.78125,document
"The coordinator shall set up a pool, which shall contain all the slots not allocated on the basis of Article 8(2) and 8(4).","Der Koordinator richtet einen Pool ein, der alle nicht nach Artikel 8 Absätze 2 und 4 zugewiesenen Zeitnischen umfasst.","Der Koordinator richtet einen Pool ein, der alle nicht nach Artikel 8 Absätze 2 und 4 zugewiesenen Zeitnischen umfasst.","article, set",1.0000000000000004,0.9999460101500918,0.938571035861969,set
This set always includes the activityChangeInfo coding the driver status at 00.00.,Dieser Datensatz enthält stets auch den ActivityChangeInfo-Wert für den Fahrerstatus um 0.00 Uhr.,Dieser Datensatz enthält stets auch den ActivityChangeInfo-Wert für den Fahrerstatus um 0.00 Uhr.,"status, set",1.0000000000000004,0.9998177842565598,0.9538083672523499,set
That amount shall be off-set against aid payments under the bovine aid schemes to which the farmer is entitled in the context of applications he lodges in the course of the three calendar years following the calendar year of the finding.,"Dieser Betrag wird mit den Beihilfezahlungen im Rahmen der Beihilferegelungen für Rinder verrechnet, auf die der Betriebsinhaber während der auf das Kalenderjahr der Feststellung folgenden drei Kalenderjahre Anspruch hat.","Dieser Betrag wird mit den Beihilfezahlungen im Rahmen der Beihilferegelungen für Rinder verrechnet, auf die der Betriebsinhaber während der auf das Kalenderjahr der Feststellung folgenden drei Kalenderjahre Anspruch hat.","calendar, finding, set",1.0000000000000004,0.9999832164076399,0.9423606991767883,set
"it is also necessary to set out the rules and procedures to be followed during the investigation, in particular the rules whereby interested parties are to make themselves known, present their views and submit information within specified time limits, if such views and information are to be taken into account;","Es ist ebenfalls angezeigt, die Regeln und Verfahren festzulegen, die bei einer Untersuchung zu befolgen sind, insbesondere die Regeln, nach denen sich Betroffene innerhalb bestimmter Fristen melden, ihre Auffassungen darlegen und Informationen vorlegen sollen, damit diese Auffassungen und Informationen berücksichtigt werden können.","Es ist ebenfalls angezeigt, die Regeln und Verfahren festzulegen, die bei einer Untersuchung zu befolgen sind, insbesondere die Regeln, nach denen sich Betroffene innerhalb bestimmter Fristen melden, ihre Auffassungen darlegen und Informationen vorlegen sollen, damit diese Auffassungen und Informationen berücksichtigt werden können.","make, submit, investigation, rules, set, information, account",1.0000000000000004,0.9999957500701239,0.9284231066703796,set
"For bluefin tuna this tolerance limit is set at 10 % of the number of fish per landing of the total bluefin tuna catches or their equivalent in percentage in weight.""",Im Fall von Rotem Thun wird diese Obergrenze auf einen zahlenmäßigen Anteil von 10 % der angelandeten Gesamtmengen an Rotem Thun oder einen äquivalenten Anteil in Gewicht festgesetzt.,"Im Fall von Rotem Thun wird diese Obergrenze auf einen zahlenmäßigen Anteil von 10 % der angelandeten Gesamtmengen an Rotem Thun oder einen äquivalenten Anteil in Gewicht festgesetzt.""","equivalent, set",0.9661049965255968,0.9698797815946139,0.908252477645874,set
"The TACs shall not exceed a level of catches which a scientific evaluation, carried out by the STECF in the light of the most recent report of the ICES, has indicated will result in an increase of 30 % in the quantities of mature fish in the sea at the end of the year of their application, compared to the quantities estimated to have been in the sea at the start of that year.","Die TAC werden maximal in einer Höhe festgesetzt, bei der nach wissenschaftlicher Einschätzung des STECF unter Berücksichtigung des jüngsten ICES-Berichts gewährleistet ist, dass die Mengen geschlechtsreifer Fische im Meer am Ende des Jahres, für das die TAC gelten, im Vergleich zu den Mengen, die sich Schätzungen zufolge am Anfang dieses Jahres im Meer befanden, um 30 % zugenommen haben.","Die TAC werden maximal in einer Höhe festgesetzt, bei der nach wissenschaftlicher Einschätzung des STECF unter Berücksichtigung des jüngsten ICES-Berichts gewährleistet ist, dass die Mengen geschlechtsreifer Fische im Meer am Ende des Jahres, für das die TAC gelten, im Vergleich zu den Mengen, die sich Schätzungen zufolge am Anfang dieses Jahres im Meer befanden, um 30 % zugenommen haben.",will,1.0000000000000004,0.9999982608453682,0.914156436920166,will
"The Community will select European postgraduate courses which, for the purposes of the programme, will be called ""Erasmus Mundus masters courses"" and will be selected on the basis of the quality of the courses offered and hosting of students, as provided for under ""Selection procedures"" in this Annex.","Die Gemeinschaft wählt europäische Postgraduiertenstudiengänge aus, die für die Zwecke des Programms als ""Erasmus-Mundus-Masterstudiengänge"" bezeichnet werden und die auf der Grundlage der Qualität der angebotenen Kurse und der Betreuung der Studierenden ausgewählt werden, wie im Teil ""Auswahlverfahren"" dieses Anhangs vorgesehen.","Die Gemeinschaft wählt gemäß den im Teil ""Auswahlverfahren"" dieses Anhangs dargelegten Verfahren europäische Postgraduiertenstudiengänge aus, die für die Zwecke dieses Programms als ""Erasmus-Mundus-Masterstudiengang"" bezeichnet und entsprechend der Qualität der angebotenen Kurse und der Betreuung der Studierenden ausgewählt werden.",will,0.5675704755431333,0.7588623948211527,0.8824637532234192,will
"Finland and Sweden shall have the option of declaring that the Convention of 6 February 1931 between Denmark, Finland, Iceland, Norway and Sweden comprising international private law provisions on marriage, adoption and guardianship, together with the Final Protocol thereto, will apply, in whole or in part, in their mutual relations, in place of the rules of this Regulation.","Finnland und Schweden können erklären, dass das Übereinkommen vom 6. Februar 1931 zwischen Dänemark, Finnland, Island, Norwegen und Schweden mit Bestimmungen des internationalen Privatrechts über Ehe, Adoption und Vormundschaft einschließlich des Schlussprotokolls ganz oder teilweise auf ihre gegenseitigen Beziehungen anstelle der Regeln dieser Verordnung anwendbar ist.","Finnland und Schweden können erklären, dass das Übereinkommen vom 6. Februar 1931 zwischen Dänemark, Finnland, Island, Norwegen und Schweden mit Bestimmungen des internationalen Verfahrensrechts über Ehe, Adoption und Vormundschaft einschließlich des Schlussprotokolls anstelle dieser Verordnung ganz oder teilweise auf ihre gegenseitigen Beziehungen anwendbar ist.","protocol, adoption, regulation, guardianship, mutual, marriage, option, rules, will, law",0.8085073728541328,0.97571875,0.9155457615852356,will
For the purposes of this error detection a submessage acknowledge will be considered as a request to the VU.,Zum Zwecke dieser Fehlererkennung wird eine Teilnachrichtquittung als Anfrage an die VU betrachtet.,Zum Zwecke dieser Fehlererkennung wird eine Teilnachrichtquittung als Anforderung an die FE betrachtet.,"will, request, error, acknowledge",0.6060032073808247,0.8504464285714286,0.85584557056427,will
"Where other possible outcomes are either mostly higher or mostly lower than the most likely outcome, the best estimate will be a higher or lower amount.","Wenn andere mögliche Ergebnisse entweder größtenteils über oder größtenteils unter dem wahrscheinlichsten Ergebnis liegen, ist die bestmögliche Schätzung ein höherer bzw. niedrigerer Betrag.","Wenn andere mögliche Ergebnisse entweder größtenteils über oder größtenteils unter dem wahrscheinlichsten Ergebnis liegen, ist die bestmögliche Schätzung ein höherer bzw. niedrigerer Betrag. Zum Beispiel:",will,0.8910233766955566,0.9058975733459786,0.9359086155891418,will
"Two Member States or their competent authorities may, by mutual agreement and having received the Opinion of the Administrative Commission, adopt simplified forms for use between them.",ZWEI MITGLIEDSTAATEN ODER DEREN ZUSTÄNDIGE BEHÖRDEN KÖNNEN NACH EINVERNEHMEN UND NACH ERHALT DER STELLUNGNAHME DER VERWALTUNGSKOMMISSION VEREINFACHTE FORMBLÄTTER FÜR IHRE GEGENSEITIGEN BEZIEHUNGEN ADOPTIEREN.,ZWEI MITGLIEDSTAATEN ODER DEREN ZUSTÄNDIGE BEHÖRDEN KÖNNEN NACH STELLUNGNAHME DER VERWALTUNGSKOMMISSION VEREINFACHTE FORMBLÄTTER FÜR IHRE GEGENSEITIGEN BEZIEHUNGEN VEREINBAREN.,"opinion, use, mutual, member, adopt, agreement, commission, competent",0.6237774736059613,0.9180120291231402,0.8949611783027649,agreement
Member States shall allow the investment firm to obtain this confirmation either in the form of a general agreement or in respect of each individual transaction.,"Die Mitgliedstaaten gestatten der Wertpapierfirma, diese Bestätigung entweder in Form einer allgemeinen Vereinbarung oder für jedes einzelne Geschäft einzuholen.","Die Mitgliedstaaten gestatten der Wertpapierfirma, diese Zustimmung entweder in Form einer allgemeinen Vereinbarung oder für jedes einzelne Geschäft einzuholen.","member, transaction, agreement, investment",0.8656030552541704,0.9519047619047619,0.9415971636772156,agreement
"This Agreement was signed, on behalf of the Community, on 23 September 2002 in Brussels, subject to a possible conclusion at a later date.",Dieses Abkommen wurde im Namen der Gemeinschaft am 23. September 2002 in Brüssel vorbehaltlich seines Abschlusses zu einem späteren Zeitpunkt unterzeichnet.,Dieses Abkommen wurde im Namen der Gemeinschaft am 23. September 2002 in Brüssel vorbehaltlich seines Abschlusses zu einem späteren Zeitpunkt unterzeichnet.,"conclusion, agreement",1.0000000000000004,0.999958905235473,0.956515908241272,agreement
"However, by agreement between the competent institution and the institution of the place of stay or residence, those benefits may be provided by the latter institution on behalf of the former institution, in accordance with the legislation of the competent State.",Im Einvernehmen zwischen dem zuständigen Träger und dem Träger des Aufenthalts- oder Wohnorts können diese Leistungen jedoch auch von diesem Träger nach den Rechtsvorschriften des zuständigen Staates für Rechnung des zuständigen Trägers gewährt werden.,Im Einvernehmen zwischen dem zuständigen Trägers und dem Träger des Aufenthalts- oder Wohnorts können diese Leistungen jedoch auch von diesem Träger nach den Rechtsvorschriften des zuständigen Staates für Rechnung des zuständigen Träger gewährt werden.,"state, residence, stay, agreement, competent, legislation",0.8717571884747202,0.9914985422740524,0.916481077671051,agreement
"Indication of the particular safeguard obligation assumed by the Community under an Agreement concluded with a third non-member State or an international organization, to which the nuclear material is subject (Article 20).",Angabe der von der Gemeinschaft für das Kernmaterial übernommenen besonderen Kontrollverpflichtung im Rahmen eines Abkommens mit einem dritten Nichtmitgliedstaat oder einer internationalen Organisation (Artikel 20).,Angabe der von der Gemeinschaft für das Kernmaterial übernommenen besonderen Kontrollverpflichtung im Rahmen eines Abkommens mit einem dritten Staat oder einer zwischenstaatlichen Einrichtung (Artikel 20).,"material, state, member, article, agreement, obligation",0.775411995019244,0.8920857142857144,0.9429430365562439,agreement
work and conclusion within the particulate measurement programme;,Arbeiten innerhalb des Partikelmessprogramms und entsprechende Schlussfolgerungen;,Arbeiten innerhalb des Partikelmessprogramms und entsprechende Schlussfolgerungen;,conclusion,1.0000000000000004,0.9990234375,0.96519535779953,conclusion
Article 74,Artikel 74,Artikel 74,article,0.0,0.9375,0.991706371307373,conclusion
Article 2,ARTIKEL 2,ARTIKEL 2,article,0.0,0.9375,0.9916315674781799,conclusion
ARTICLE 7,Artikel 7,Artikel 7,article,0.0,0.9375,0.9925980567932129,conclusion
ARTICLE 16,Artikel 16,Artikel 16,article,0.0,0.9375,0.9923444390296936,conclusion
"SIC-19 does not specify the method of translation to be applied, but does require that the translation method used not lead to reporting in a manner that is inconsistent with the measurement of items in the financial statements.","SIC-19 schreibt keine bestimmte Umrechnungsmethode vor, verlangt aber, dass die verwendete Methode nicht zu einer Berichterstattung führt, die mit der Bewertung der Posten im Abschluss unvereinbar ist.","SIC-19 schreibt keine bestimmte Umrechnungsmethode vor, verlangt aber, dass die verwendete Methode nicht zu einer Berichterstattung führt, die mit der Bewertung der Posten im Abschluss unvereinbar ist.",,1.0000000000000004,0.9999832164076399,0.934863805770874,financial statements
"ensuring that financial statements that state compliance with IAS comply with each applicable Standard, including all disclosure requirements;","gewährleistet, dass Abschlüsse, die angabegemäß mit den IAS übereinstimmen, jeden anzuwendenden Standard erfüllen, einschließlich aller Angabepflichten;","gewährleistet, dass Abschlüsse, die angabegemäß mit den IAS übereinstimmen, jeden anzuwendenden Standard erfuellen, einschließlich aller Angabepflichten;","disclosure, state",0.8656030552541704,0.9519047619047619,0.9365012049674988,financial statements
"prepared financial statements under IFRSs for internal use only, without making them available to the entity's owners or any other external users;","nur zur internen Nutzung einen Abschluss nach IFRS erstellt hat, ohne diesen den Eigentümern des Unternehmens oder sonstigen externen Adressaten zur Verfügung zu stellen,","nur zur internen Nutzung einen Abschluss nach IFRS erstellt hat, ohne diesen den Eigentümern des Unternehmens oder sonstigen externen Adressaten zur Verfügung zu stellen,","entity, use",1.0000000000000004,0.9999715521165226,0.941445529460907,financial statements
The disclosures would be made if a plan for disposal is approved and publicly announced after the end of an enterprise's financial reporting period but before the financial statements for that period are authorised for issue.,"Die Angaben sind vorzunehmen, wenn ein Plan zur Veräußertung genehmigt und öffentlich bekannt gegeben wird, nachdem die Berichtsperiode eines Unternehmens beendet ist, jedoch bevor die Abschlüsse für diese Periode zur Veröffentlichung freigegeben werden.","Die Angaben sind bereits vorzunehmen, wenn ein Plan zur Aufgabe des Geschäftsbereiches nach Ende der Berichtsperiode eines Unternehmens, jedoch vor Freigabe des Abschlusses für die betreffende Periode zur Veröffentlichung genehmigt wird.",issue,0.2431884859214096,0.5752295014818206,0.8226588368415833,financial statements
"When an economy ceases to be hyperinflationary and an enterprise discontinues the preparation and presentation of financial statements prepared in accordance with this Standard, it should treat the amounts expressed in the measuring unit current at the end of the previous reporting period as the basis for the carrying amounts in its subsequent financial statements.","Wenn ein bisheriges Hochinflationsland nicht mehr als solches eingestuft wird und das Unternehmen aufhört, seinen Abschluss gemäß diesem Standard aufzustellen und darzustellen, so sind die in der am Ende der vorherigen Periode geltenden Maßeinheit ausgedrückten Beträge als Grundlage für die Buchwerte in seinem darauf folgenden Abschluss zu verwenden.","Wenn ein bisheriges Hochinflationsland nicht mehr als solches eingestuft wird und das Unternehmen aufhört, seinen Abschluss gemäß diesem Standard aufzustellen und darzustellen, so sind die in der am Ende der vorherigen Periode geltenden Maßeinheit ausgedrückten Beträge als Grundlage für die Buchwerte in seinem darauf folgenden Abschluss zu verwenden.",,1.0000000000000004,0.9999962307106618,0.9257171154022217,financial statements
GOODS LISTED IN ARTICLE 30 WHICH ARE CONTAINED IN A SMALL CONSIGNMENT OF A NON-COMMERCIAL NATURE IN AMOUNTS EXCEEDING THOSE LAID DOWN IN THAT ARTICLE SHALL BE ENTIRELY EXCLUDED FROM DUTY-FREE ADMISSION.,"IN ARTIKEL 30 GENANNTE WAREN, DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND, SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","IN ARTIKEL 30 GENANNTE WAREN , DIE IN EINER KLEINSENDUNG NICHTKOMMERZIELLER ART IN GRÖßEREN ALS DEN IN ARTIKEL 30 FESTGELEGTEN MENGEN ENTHALTEN SIND , SIND VON DER BEFREIUNG VOLLSTÄNDIG AUSGESCHLOSSEN.","admission, listed, article, consignment, goods, duty",1.0000000000000004,0.9999832164076399,0.9093700051307678,article
Article 22b,Artikel 22b,Artikel 22b,article,0.0,0.9375,0.991875946521759,article
The provisions governing the financing of the common agricultural policy shall apply to the products mentioned in Article 1.,Die Bestimmungen über die Finanzierung der gemeinsamen Agrarpolitik gelten für die in Artikel 1 genannten Produkte.,Die Bestimmungen über die Finanzierung der gemeinsamen Agrarpolitik gelten auch für die in Artikel 1 genannten Erzeugnisse.,"policy, article",0.7306019860765525,0.8909086941340781,0.9332374334335327,article
Article 116 shall be replaced by the following:,Artikel 116 erhält folgende Fassung:,Artikel 116 erhält folgende Fassung:,article,1.0000000000000004,0.9976851851851852,0.9923231601715088,article
